link user,user,waktu posting,komen,likes
https://www.instagram.com/akimpumpkinz/,akimpumpkinz,1h,Tua bangka kapan modar,Reply
https://www.instagram.com/nopiani_e/,nopiani_e,1h,🤢🤮,Reply
https://www.instagram.com/rzqyadtya_/,rzqyadtya_,1h,"Sepanjang era reformasi anda yang paling banyak berkontribusi merusak lingkungan dari memberikan izin, membuka lahan ini jelas banget cari muka",Reply
https://www.instagram.com/3daudiopro/,3daudiopro,1h,😂😂😂😂😂😂😂..sampeqn pancen lucu kok san hasan..hasan tukang kendang lho yo,Reply
https://www.instagram.com/syahruri2258/,syahruri2258,1h,Kayu gelondongannya yg d pikul pa,Reply
https://www.instagram.com/sitimunawarohcumun/,sitimunawarohcumun,1h,Balikeun deui hutanna cabut pertambangan nana,Reply
https://www.instagram.com/ansfitri/,ansfitri,1h,Ga pernah semenyentuh ini🥹 semoga Allah lebih menyanyangi bapak biar cepat2🥹,Reply
https://www.instagram.com/sitimunawarohcumun/,sitimunawarohcumun,1h,Lain kalah kikieuan ngewa ningalina,Reply
https://www.instagram.com/srisultana03/,srisultana03,1h,Byk2 bersyukur,Reply
https://www.instagram.com/meirosegallery/,meirosegallery,1h,Tai,Reply
https://www.instagram.com/jr_hikayat/,jr_hikayat,1h,Tombol pingin ngeludahin orang ini,Reply
https://www.instagram.com/randi.galang_/,randi.galang_,1h,Hhhaakkkkk cuuuiiiihhhh 🤮,Reply
https://www.instagram.com/ferikobbe340/,ferikobbe340,1h,Belajar manggul dosa.. biar kelak di akhirat terbiasa.. berlatih terus jul,Reply
https://www.instagram.com/tinadeviana/,tinadeviana,1h,🤮🤮🤮,Reply
https://www.instagram.com/maulidaannisa/,maulidaannisa,1h,Hmm,Reply
https://www.instagram.com/hagapigis/,hagapigis,1h,Tai,Reply
https://www.instagram.com/ariffhidayat._/,ariffhidayat._,1h,NJAI,Reply
https://www.instagram.com/one_oca/,one_oca,1h,Muak.. 💩,Reply
https://www.instagram.com/zanuna99/,zanuna99,1h,"ga pernah komen buruk di sosmed, kalian wakilin aja🤣🙌",Reply
https://www.instagram.com/mowglii12__/,mowglii12__,1h,Jangan nanggepin duid nyee aje pakk🚨,Reply
https://www.instagram.com/intanshrn__/,intanshrn__,1h,🥵,Reply
https://www.instagram.com/artodwi/,artodwi,1h,Waktunya beraksi 🔥🔥🔥🔥🔥 😄 sat,Reply
https://www.instagram.com/iluqu/,iluqu,1h,Tekke bgst wong iki,Reply
https://www.instagram.com/c_rohim/,c_rohim,1h,😂😂🤮🤮,Reply
https://www.instagram.com/mr.bagaz/,mr.bagaz,1h,pli kipli,Reply
https://www.instagram.com/artodwi/,artodwi,1h,Netizen itu udah pinter zul zulhas 🤣 jadi pemain film aja zul pantes,Reply
https://www.instagram.com/eljouphy_/,eljouphy_,1h,cuh cuh cuh,Reply
https://www.instagram.com/riskymulya_666/,riskymulya_666,1h,Kontl,Reply
https://www.instagram.com/lukmannulll/,lukmannulll,1h,Sepakterjang gak akan pernah bisa boong.. cuci tangan wkwkk,Reply
https://www.instagram.com/minoritas_65/,minoritas_65,1h,Omong kosong,Reply
https://www.instagram.com/nisafadilahrp/,nisafadilahrp,1h,dih,Reply
https://www.instagram.com/hoby_history/,hoby_history,1h,Cie cie cieeeeee.....berat ga pak itu berasnya? 😂😂,Reply
https://www.instagram.com/aiadika/,aiadika,1h,🤮,Reply
https://www.instagram.com/tapruware/,tapruware,1h,"HOEK, CUHH",Reply
https://www.instagram.com/yusuff_mlna/,yusuff_mlna,1h,T E R S A N G K A,Reply
https://www.instagram.com/puputambar_/,puputambar_,1h,"Multitalent beliau ini, Bisa jadi masalah sekaligus solusi dalam satu paket 🏆",Reply
https://www.instagram.com/nadyanper/,nadyanper,1h,Ewww 🤢,Reply
https://www.instagram.com/jhohanadp_/,jhohanadp_,1h,Alah kentut,Reply
https://www.instagram.com/kokohws/,kokohws,1h,Gimick terosss,Reply
https://www.instagram.com/imankgram/,imankgram,1h,🖕🏿,Reply
https://www.instagram.com/anggrii_yu/,anggrii_yu,1h,Muak lihatnya. Kebanyaan konten,Reply
https://www.instagram.com/itaawu/,itaawu,1h,Pemain👍🏻,Reply
https://www.instagram.com/mynameisnawra/,mynameisnawra,1h,🤢,Reply
https://www.instagram.com/maulana_rahmatt/,maulana_rahmatt,1h,Banyak omong kau,Reply
https://www.instagram.com/kokohws/,kokohws,1h,Yang dipikirannya cuma duit,Reply
https://www.instagram.com/wibisaanaaaa/,wibisaanaaaa,1h,Duel bae sak matine su,1 like
https://www.instagram.com/iqsanuri/,iqsanuri,1h,Otak kopong gokk ndlogog,Reply
https://www.instagram.com/aldi25mulyadi/,aldi25mulyadi,1h,🤣,Reply
https://www.instagram.com/alfiansyah101925/,alfiansyah101925,1h,Katakan prettt,1 like
https://www.instagram.com/desi__tanjung98/,desi__tanjung98,1h,🤮🤮🤮🤮,Reply
https://www.instagram.com/rosfitadewi_/,rosfitadewi_,1h,🤮🤮,Reply
https://www.instagram.com/benadrian_/,benadrian_,1h,Lebih lucu dari film Agak laen,Reply
https://www.instagram.com/farhanryd06/,farhanryd06,1h,KNTL🖕,Reply
https://www.instagram.com/ariefkaks/,ariefkaks,1h,Konten Basi...🤣🤣🤣,Reply
https://www.instagram.com/roni_wa28/,roni_wa28,1h,Bacot kontol bangsat,Reply
https://www.instagram.com/herfian_dmr/,herfian_dmr,1h,SOKK IYEE LUU ZULL,Reply
https://www.instagram.com/bayouprasetyo/,bayouprasetyo,1h,🤣🤣🤣,Reply
https://www.instagram.com/say_aji72/,say_aji72,1h,HiLih ...,Reply
https://www.instagram.com/hendrikindraw/,hendrikindraw,1h,HAK CUH,Reply
https://www.instagram.com/rahmanaddd/,rahmanaddd,1h,katakan pret,Reply
https://www.instagram.com/theresia_s07/,theresia_s07,1h,💔💔💔,Reply
https://www.instagram.com/sharahnf/,sharahnf,1h,Pait pait pait,Reply
https://www.instagram.com/rickyalfal/,rickyalfal,1h,"Yang lain jalan melenggang , Tuanku ngapain bawa beras ? 😂",Reply
https://www.instagram.com/nadfhs/,nadfhs,1h,disgusting🤮,Reply
https://www.instagram.com/rahman_kopling/,rahman_kopling,1h,memeg,Reply
https://www.instagram.com/noovy311/,noovy311,1h,Pak...pak....kita GAK BUTUH KONTEN anda pak... mau si BPK gendong beras 1000 ton sendirian pun kita klo anda gak tanggung jawab negeri ini makin hancur pak .. sekarang pikirin gmn caranya mengembalikan hutan² yg sudah anda ijinkan digunduliiii ituuu  seperti semula ..mikirr donk pak...MIKIRRRRRRRRRRR,Reply
https://www.instagram.com/masgaff/,masgaff,1h,“Ibuu rumah nya di mana?” “Zulll otak mu di mana?”,Reply
https://www.instagram.com/adikosasih_/,adikosasih_,1h,Tolong tunjukan saya apakah ada komen positif dipostingan video ini?,1 like
https://www.instagram.com/ahmfrqn/,ahmfrqn,1h,Kurang sip ektinge pak 🤣,Reply
https://www.instagram.com/opix_cordelia/,opix_cordelia,1h,SEMOGA KENA AZAB,Reply
https://www.instagram.com/zaharaane/,zaharaane,1h,😂😂,Reply
https://www.instagram.com/silvi_aristanti/,silvi_aristanti,1h,HiLih...Preeeett,Reply
https://www.instagram.com/maldipes/,maldipes,1h,tai mau tai?,Reply
https://www.instagram.com/nadiainna/,nadiainna,1h,cringe,Reply
https://www.instagram.com/dwcinema/,dwcinema,1h,Tidak natural..,Reply
https://www.instagram.com/restouring_/,restouring_,1h,coba pak kenapa isi comentnya begini pak? apa bapak memang sesuai seperti yg saya baca di kolom coment ini pak?,Reply
https://www.instagram.com/desdyan/,desdyan,1h,Yaa Allah kok gituuu amat,Reply
https://www.instagram.com/hakikimubaroq/,hakikimubaroq,1h,Buacuuut zuuul....,Reply
https://www.instagram.com/secondshop_girls/,secondshop_girls,1h,"Dia yang angkat beras, kok gue yang malu yaaa😄",Reply
https://www.instagram.com/novitush/,novitush,1h,"Honestly pak, carrying beras might look good in pictures, but what the people really need are concrete, results-driven measures that provide real value to the community. Like why don’t you actually do the work to tackle the real issue which you contributed to rather than doing this?",1 like
https://www.instagram.com/borislah/,borislah,1h,🥱,Reply
https://www.instagram.com/irfannatra/,irfannatra,1h,🤮🤮,Reply
https://www.instagram.com/kakarenkayas/,kakarenkayas,1h,Kocak..badut kaga lucu lu pada🤮,Reply
https://www.instagram.com/yus.mulyawan/,yus.mulyawan,1h,warga indonesia udah pinter pinter banget! sukaaa! 🔥🔥,Reply
https://www.instagram.com/windyovianne/,windyovianne,1h,CREEPY😢,Reply
https://www.instagram.com/roseutami/,roseutami,1h,😂😂😂,Reply
https://www.instagram.com/sandi_ananda91/,sandi_ananda91,1h,Kamera mana kamera😂,Reply
https://www.instagram.com/oneabudb/,oneabudb,1h,doa dan sumpah serapah org yg teraniaya atas tindakan kita  akan lngsung di jabah Allah dan ingat hidup tdk ada yg abadi karma pasti akan datang,Reply
https://www.instagram.com/azadinn/,azadinn,1h,Dihh,Reply
https://www.instagram.com/ayusavtr_/,ayusavtr_,1h,ZULHASAN Z NYA ZOLIMMMMMM,Reply
https://www.instagram.com/merissadita_20/,merissadita_20,1h,Semua preeettttt udah ya pak makasih 🙌🥱,Reply
https://www.instagram.com/aris.maulana77/,aris.maulana77,1h,Maksud bawa beras apa??????????,Reply
https://www.instagram.com/oppyoppo/,oppyoppo,1h,🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/pradiwa_anggit/,pradiwa_anggit,1h,Lah kocak,Reply
https://www.instagram.com/whyurezizi/,whyurezizi,1h,Mantap Superdede panggul beras 10kg aja gak,Reply
https://www.instagram.com/muhharlamsyah/,muhharlamsyah,1h,😂😂😂😂...paling lucu.......keren....lucu skali😂😂😂😂😂,Reply
https://www.instagram.com/atik.desiana/,atik.desiana,1h,Huweekkkkk 🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/atik.desiana/,atik.desiana,1h,Preeeettt,Reply
https://www.instagram.com/desmaarklstriii/,desmaarklstriii,1h,IIII AKUMALU DEH NONTONNYA😭😭🤣🤣🤣🤣,Reply
https://www.instagram.com/rabbaaani_/,rabbaaani_,1h,MODAL ANGKAT BERAS BUAT CUCI TANGAN 😂,Reply
https://www.instagram.com/rizaldizd/,rizaldizd,1h,Gtw bilang lagi akal bapak ini,Reply
https://www.instagram.com/msubhan539/,msubhan539,1h,Kelamaan gak si nunggu akhirat🥱,Reply
https://www.instagram.com/alby_sugari/,alby_sugari,1h,😂😂😂😂😂🤣,1 like
https://www.instagram.com/fatur_agil/,fatur_agil,1h,Pret,Reply
https://www.instagram.com/raps.ackermann/,raps.ackermann,1h,Efek kamera😂,Reply
https://www.instagram.com/wahyucand_/,wahyucand_,1h,BEST ACTOR 👏,Reply
https://www.instagram.com/mia_hzr29/,mia_hzr29,1h,"Bagus ni jD aktor hebat, padahal dia yg bikin susah mSyraky",Reply
https://www.instagram.com/ginaatq/,ginaatq,1h,MUAAAAAK BGT GW LIATNYA,Reply
https://www.instagram.com/adeumar_/,adeumar_,1h,Berak!,Reply
https://www.instagram.com/kdesiska/,kdesiska,1h,Caper dluu checkk🤮,Reply
https://www.instagram.com/gustiinugrahaa/,gustiinugrahaa,1h,HAHAHAA MALU IHHH MALUUU,1 like
https://www.instagram.com/tamrin_laodee/,tamrin_laodee,1h,🥵🥵 preeet,Reply
https://www.instagram.com/heryant0795/,heryant0795,1h,Itu beras buat apa d panggul?,Reply
https://www.instagram.com/ayunandari29/,ayunandari29,1h,🤮🤮,Reply
https://www.instagram.com/vinorika/,vinorika,1h,Ya Allah ambilah ini org km ikhlas 😂😂,Reply
https://www.instagram.com/raisyadillabahry/,raisyadillabahry,1h,Mau muntahhhh 🤮🤮🤮,Reply
https://www.instagram.com/linaibrahimusman/,linaibrahimusman,1h,ceritanya lagi pura2 jadi pahlawan 😂,Reply
https://www.instagram.com/dwiioctavian/,dwiioctavian,1h,komentarnya negatif smua hehehhee,Reply
https://www.instagram.com/windalesti/,windalesti,1h,"sok sok an bawa karung, lu berani ga angkut jenazah para korban yg sampe ratusan itu gara2 kerakusan lu! brngsk!!!",Reply
https://www.instagram.com/amelliyaa_solikhaa_/,amelliyaa_solikhaa_,1h,Kok manggul cuma 10 kilo 1 ton dong,Reply
https://www.instagram.com/graz_c00/,graz_c00,1h,Hari2 nyuruh2 ajudan,Reply
https://www.instagram.com/preciously_aa/,preciously_aa,1h,"Salut banget, ga ada yang nyambit bapaknya😏",Reply
https://www.instagram.com/tiarachmi/,tiarachmi,1h,🤮🤮🤮,Reply
https://www.instagram.com/amelliyaa_solikhaa_/,amelliyaa_solikhaa_,1h,Drama seriesnya 😂,Reply
https://www.instagram.com/anjargitamua/,anjargitamua,1h,Ngga sanggup nonton sampe abis. Terlalu ... 🤢🤮,Reply
https://www.instagram.com/tau.fikurrohman_fiqih/,tau.fikurrohman_fiqih,1h,hidupnya ekting terus ya????,Reply
https://www.instagram.com/utaminindya/,utaminindya,1h,MUAK!!,Reply
https://www.instagram.com/bagiandaritanah/,bagiandaritanah,1h,Sekarang menjabat jadi kuli panggul beras kah?,Reply
https://www.instagram.com/juliattae/,juliattae,1h,Copot pa!!!,Reply
https://www.instagram.com/eki_k4/,eki_k4,1h,Mundur pak,Reply
https://www.instagram.com/baihaqiiwww/,baihaqiiwww,1h,msh pada percaya itu? wkwkwk,Reply
https://www.instagram.com/dwspwt25/,dwspwt25,1h,😢😢,Reply
https://www.instagram.com/adinddkart/,adinddkart,1h,ah najis konten,Reply
https://www.instagram.com/fedriani.mahardhika/,fedriani.mahardhika,1h,🤮🤮🤮🤮,Reply
https://www.instagram.com/vonnyhernynda/,vonnyhernynda,1h,preeet,Reply
https://www.instagram.com/denirfanda/,denirfanda,1h,💩💩🐷🐷,Reply
https://www.instagram.com/nomsyifal/,nomsyifal,1h,BERAAKKK💩💩💩,Reply
https://www.instagram.com/uziif12/,uziif12,1h,Idiih,Reply
https://www.instagram.com/prabowowsnp/,prabowowsnp,1h,🤣,Reply
https://www.instagram.com/hellodinda_hellodinda/,hellodinda_hellodinda,1h,ludah online,Reply
https://www.instagram.com/riyojowie/,riyojowie,1h,"Saran, mundur Pak malu, boroknya kebanyakan. Malu sama jutaan masyarakat Indonesia malu sama Allah, bekal apa yg bakal anda bawa dihadapan Allah? Uang dan jabatanmu yg sementara itu?",Reply
https://www.instagram.com/korban_daf_filli_mutaqien/,korban_daf_filli_mutaqien,1h,"Assalamu'alaikum para malaikat saya minta maaf mau mikul beras dlu, denger kata bapak ini",Reply
https://www.instagram.com/diyanpurwa/,diyanpurwa,1h,Ga pernah seMUAK ini sama orang,Reply
https://www.instagram.com/muharikrobbani_/,muharikrobbani_,1h,Assalamualaikum buuuu ibuuuuu hahahahah,Reply
https://www.instagram.com/wyn.haris/,wyn.haris,1h,Dikira dosanya langsung hilang,Reply
https://www.instagram.com/lusiaglad_banjarnahor29/,lusiaglad_banjarnahor29,1h,Naso maila doho lalla 🤣,Reply
https://www.instagram.com/lutfi_azis01/,lutfi_azis01,1h,Eee jangan ini itu anuuu.. tai lah,Reply
https://www.instagram.com/hasnahhmzh/,hasnahhmzh,1h,menyala abangda,Reply
https://www.instagram.com/putri_utamiy/,putri_utamiy,1h,Kentut bgt prettt,Reply
https://www.instagram.com/hasnahhmzh/,hasnahhmzh,1h,"kurang brief, masa angkat karung sendiri sih? wkkw",Reply
https://www.instagram.com/halmatsadiah/,halmatsadiah,1h,Gais dia lagi kerja ya. Gausah dibilang hebat emang itu jobdesc pemerintahan kan seharusnya yaa 😭,Reply
https://www.instagram.com/rusmayanti.ummu/,rusmayanti.ummu,1h,semua akan Preeet pada waktunya🤮,Reply
https://www.instagram.com/_epatooo/,_epatooo,1h,rujitttt,Reply
https://www.instagram.com/mohammadnoor386/,mohammadnoor386,1h,Mencreeet,Reply
https://www.instagram.com/budionadio14/,budionadio14,1h,"Masih dikasih umur panjang si zul,, kenapa pas dia lagi angkat beras kepleset gitu",Reply
https://www.instagram.com/kopral_jrndral/,kopral_jrndral,1h,Malah bikin konten,Reply
https://www.instagram.com/ternama.activity/,ternama.activity,1h,Cuih,Reply
https://www.instagram.com/sartika_ramadhani19/,sartika_ramadhani19,1h,MUAK BANGET TOLONG,Reply
https://www.instagram.com/stryaarmdhnn/,stryaarmdhnn,1h,lolllll,Reply
https://www.instagram.com/yourepicmomment/,yourepicmomment,1h,Padahal dia dalangnya,Reply
https://www.instagram.com/didi_indomum_inmudgee/,didi_indomum_inmudgee,1h,Muak kali lihat begini,Reply
https://www.instagram.com/yuliantie_y/,yuliantie_y,1h,Masih adakah pejabat yg membantu tnpa membawa kamera direkam dan diupload di IG  masing2😢😢,Reply
https://www.instagram.com/setiawanjordy___/,setiawanjordy___,1h,UDAH TUA TINGGAL NUNGGU AZAB NYA DOANG LU,Reply
https://www.instagram.com/sandysyahputra18/,sandysyahputra18,1h,Sangat puas baca komentar netijen,Reply
https://www.instagram.com/mrwhsyah16/,mrwhsyah16,1h,Prettyttt😂,Reply
https://www.instagram.com/arumzulmi/,arumzulmi,1h,Najong pak,Reply
https://www.instagram.com/wahyu_setia_142/,wahyu_setia_142,1h,"Ajudan lw pada kaga manggul beras Zul, cuma lw doang yang manggul.... Yg penting kamera yaa zul😂",Reply
https://www.instagram.com/intanshalihat25/,intanshalihat25,1h,Najiest,Reply
https://www.instagram.com/danzhiii/,danzhiii,1h,mandi,Reply
https://www.instagram.com/nswafifa/,nswafifa,1h,Lebih banyak yg komen daripada yg like😂😂,Reply
https://www.instagram.com/mat_metal18/,mat_metal18,1h,Inpo dukun sakti,Reply
https://www.instagram.com/lusiaglad_banjarnahor29/,lusiaglad_banjarnahor29,1h,Naso maila doho lalla 🤣,Reply
https://www.instagram.com/lutfi_azis01/,lutfi_azis01,1h,Eee jangan ini itu anuuu.. tai lah,Reply
https://www.instagram.com/mat_metal18/,mat_metal18,1h,Inpo dukun sakti,Reply
https://www.instagram.com/awbimax/,awbimax,11h,Caper banget!,683 likes
https://www.instagram.com/deasyfillah/,deasyfillah,5h,Pak kita udh pinter pa…. Bapa yang belum,32 likes
https://www.instagram.com/meysna__/,meysna__,6h,Preeeetttttt,56 likes
https://www.instagram.com/choqi_isyraqi/,choqi_isyraqi,1d,"Mau tanya, kalau jadi pejabat kan ada cek kesehatan ya? Sempet dirontgen gak ya, buat ngecek hatinya ada apa enggak","1,056 likes"
https://www.instagram.com/pendakiindonesia/,pendakiindonesia,1d,Hidupmu tenang pak? Tenteram? Yakin?,432 likes
https://www.instagram.com/anindythaarsa/,anindythaarsa,6h,Merindinkk udah ah pak malu.,23 likes
https://www.instagram.com/fianiadila/,fianiadila,1d,"Buu jangan percaya buu, itu lagi acting🙏🏻",36 likes
https://www.instagram.com/yogitaama/,yogitaama,8h,Keren bgt pak yg bikin konten ini sampe bikin bpk bawak beras 1 karung hahhahahahaha satu karung doang?? Itu ajudan dan orang sekitar nya  gk ikut bantuin angkat beras juga???,29 likes
https://www.instagram.com/ekorore/,ekorore,17h,Pemeran aktor terbaik jatuh kepadaaaaaaaaaaaaaaaaa,39 likes
https://www.instagram.com/rdhrmdhn11/,rdhrmdhn11,22h,Foto sama gelondongan kayunya mana pak?,705 likes
https://www.instagram.com/l.c.l90an/,l.c.l90an,22h,Ngapain manggul karung?! Harusnya manggul kayu GLONDONGAN itu!,508 likes
https://www.instagram.com/neyrhiza/,neyrhiza,15h,Astaghfirullah Pak..Pak..,91 likes
https://www.instagram.com/agoy.run/,agoy.run,16h,😂😂😂 belajar dari siape 😂😂😂,1 like
https://www.instagram.com/wijdanfahaqq/,wijdanfahaqq,22h,MUAAAK,13 likes
https://www.instagram.com/ronnipahlevi/,ronnipahlevi,18h,SIBUK NGONTEN ANJIR !,429 likes
https://www.instagram.com/adhitbagus/,adhitbagus,18h,Mic kecilnya keliatan pak 😢,4 likes
https://www.instagram.com/barko_chan/,barko_chan,1d,"Yakali seorang Mentri ngangkat2 beras sendirian, ngapain atuh tugas protokol dan kroni-kroninya wkwk",767 likes
https://www.instagram.com/hypernecrotoxin/,hypernecrotoxin,9h,Ludahin cuih cuih cuihh,154 likes
https://www.instagram.com/rendy.mufti/,rendy.mufti,1d,Gimmicknya gak kena pa,421 likes
https://www.instagram.com/andriansyahrio/,andriansyahrio,20h,💩💩💩💩💩>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>,97 likes
https://www.instagram.com/fendibia26/,fendibia26,9h,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,210 likes
https://www.instagram.com/havidels/,havidels,1d,Kenapa ga diludahin bu,177 likes
https://www.instagram.com/irmajaani/,irmajaani,1d,IT'S NOT FUNNY KOCAK,490 likes
https://www.instagram.com/ervansaharudin/,ervansaharudin,6h,Jujur pengen muntah pak 🤮🤮🤮,26 likes
https://www.instagram.com/faizarsyaddd/,faizarsyaddd,2d,"Terima kasih untuk bantuan, kebaikan, dan kepeduliannya Pak Zul🤲🏻😇💙",261 likes
https://www.instagram.com/saputraturnip/,saputraturnip,20h,Disgusting 🤮,1 like
https://www.instagram.com/wanfis_/,wanfis_,13h,piala citra dapet nih harusnya,60 likes
https://www.instagram.com/jejakbayuubay/,jejakbayuubay,18h,"TAKEDOWN, TAKE ULANG !!! BELUM APPROVAL CLIENT 😂😂😂",7 likes
https://www.instagram.com/resky.nanda/,resky.nanda,11h,"Pemcitraan zulhas anjeng, manusia laknat,, binatang",6 likes
https://www.instagram.com/romimahardika/,romimahardika,23h,"CUMA MAU BILANG, ORANG ORANG SEKARANG GAK SETOLOL YANG ANDA PIKIRKAN. KNTLLLLL",8 likes
https://www.instagram.com/dimas_san29/,dimas_san29,18h,Wkwkwk,1 like
https://www.instagram.com/yuna_fashionpgmta/,yuna_fashionpgmta,14h,Prettt,35 likes
https://www.instagram.com/deasyshb/,deasyshb,9h,Pak ?? NYEYEYEYYEYW,13 likes
https://www.instagram.com/andrewjkt_go/,andrewjkt_go,6h,BINATANG,57 likes
https://www.instagram.com/yfitaa/,yfitaa,1h,Tembelek singa 🦍💨,1 like
https://www.instagram.com/fitriiafrh/,fitriiafrh,1h,"Biar keliatan kerja ya pak, segala bawa beras pdhl ajudannya banyak itu ga bawa apa2🤪🤣 LAWAKKKKKK",1 like
https://www.instagram.com/muhzulfahmiii/,muhzulfahmiii,22h,Apaan si pa,Reply
https://www.instagram.com/bahyudinnor/,bahyudinnor,16h,Seluruh Indonesia Menghujatmu.. Apa gak nyadar dan maluuuu,Reply
https://www.instagram.com/cahyose78_/,cahyose78_,1h,"Segitu orang banyak ko manggul sendirian pak , gmn ceritanya pak aduh pak , lucu bngettt😂",1 like
https://www.instagram.com/tata_uu/,tata_uu,14h,🤮🤮🤮🤮,1 like
https://www.instagram.com/kinandwn/,kinandwn,10h,Idih idih,1 like
https://www.instagram.com/daps17/,daps17,7h,😂😂😂😂😂,1 like
https://www.instagram.com/adrianushiaaa/,adrianushiaaa,12h,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1 like
https://www.instagram.com/tata_dppn/,tata_dppn,15h,Blm pernah semuak ini liat pejabat 🤮,4 likes
https://www.instagram.com/monicangrhs/,monicangrhs,9h,the concept of bawa beras while still dikawal bodyguard and polisi lolzzz,18 likes
https://www.instagram.com/sriafriani_noer/,sriafriani_noer,23h,Penting banget gitu bilang “SAY PRIBADI BANTU”” 🤮🤮🤮🤮🤮🤮,2 likes
https://www.instagram.com/cannyvernon/,cannyvernon,23h,"PAK TAKE DOWN PAK! BIKIN SAKIT HATI!! ACTING BAPAK GAGAL TOTAL!!! Ini ayg kerja bareng dia tahan tekanan banget yak. ga muntah, overthinking, overwhelmed, meriang gitu pas ngedampingin, ngerekamin, ngeditin videonya? MATA HATINYA UDAH MATI YA?",22 likes
https://www.instagram.com/stfubet/,stfubet,8h,LAKNATULLAH🔥,22 likes
https://www.instagram.com/estyastryani/,estyastryani,1d,🤣🤮,6 likes
https://www.instagram.com/iiemoenaz/,iiemoenaz,14h,Preeet,1 like
https://www.instagram.com/shofihans/,shofihans,1d,It's not funny.,7 likes
https://www.instagram.com/yusra_ombaier15/,yusra_ombaier15,1d,"Ingat pak kau itu dalang utamanya, mau cuci tangan kok dengan cara yg lebih kotor 🤣",1 like
https://www.instagram.com/dindahadityaa/,dindahadityaa,1h,"semoga Allah kasih azab untukmu, keluargamu dan keturunanmu di dunia dan akhirat ya zul 🤲🏻🤲🏻🤲🏻",6 likes
https://www.instagram.com/mrs.sartika21/,mrs.sartika21,14h,So bgt jd pahlawan.. pdhal awalnya dr dia2 jg dulu ngasih ijin 🤮🤮🤮,3 likes
https://www.instagram.com/irjanailalulya/,irjanailalulya,22h,Heleh,5 likes
https://www.instagram.com/mrs.sartika21/,mrs.sartika21,14h,Dihhh 🤮,1 like
https://www.instagram.com/nikeeeell/,nikeeeell,7h,alah alah alah,1 like
https://www.instagram.com/edvngn/,edvngn,7h,👎🏻,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/fauziramadan1098/,fauziramadan1098,1h,😂,1 like
https://www.instagram.com/maisarchmn/,maisarchmn,9h,"Pak, bapak ada ajudan, Minta tolong pak mereka pasti mau bantuiiiiiiiin",1 like
https://www.instagram.com/wilis1135/,wilis1135,14h,"Ga tau nanti meninggal nya kayak mana,",27 likes
https://www.instagram.com/agustiantanjung1/,agustiantanjung1,1d,Ayo lebih kreatif lagi 🤢🤢🤢🤮🤮🤮🤮🤮,2 likes
https://www.instagram.com/bee76553/,bee76553,4h,"Sok jadi pahlawan, padahal dialah tersangkanya😂",4 likes
https://www.instagram.com/marshadhiaa/,marshadhiaa,9h,Pahlawan sekali pak wakkaakka bisa masuk avengers,4 likes
https://www.instagram.com/aaisyahrina/,aaisyahrina,1d,"Kalau Bapak normal, kok bisa sih gak malu?…………………",10 likes
https://www.instagram.com/muhammadyusril86/,muhammadyusril86,14h,Cuih,5 likes
https://www.instagram.com/noviiaatika/,noviiaatika,1h,idihh,3 likes
https://www.instagram.com/ibu_jaman_dulu/,ibu_jaman_dulu,13h,"Netijen dahlah, percuma mengumpat kalo 2029 masih aja nyoblos partainya jg",3 likes
https://www.instagram.com/wiolaputrii/,wiolaputrii,9h,Debut drakornya kapan nih pak zul ? Menjiwai banget perannya 😍 semangat debutnya pak,4 likes
https://www.instagram.com/arihamzah7/,arihamzah7,21h,🤦‍♂️🤦‍♂️,9 likes
https://www.instagram.com/marlon.gerber/,marlon.gerber,5h,🖕,1 like
https://www.instagram.com/visitsipirok/,visitsipirok,20h,"Olo, baemma jeges baen",3 likes
https://www.instagram.com/afrikaizen/,afrikaizen,1h,Taekkkk,1 like
https://www.instagram.com/ibu.peradaban/,ibu.peradaban,1d,"Muak banget lihatnya, Yaa Allah 😩🤮",2 likes
